,beer_name,beer_style,beer_substyle,brewery_name,abv
316,Rugged Trail Nut Brown Ale,Brown Ales,English Brown Ale,Tröegs Brewing Company,5.0
317,Black Toad Dark Ale,Brown Ales,English Brown Ale,Black Toad Brewing Co.,5.3
318,Brown Ale,Brown Ales,English Brown Ale,Legend Brewing Co.,6.0
319,Brewhouse Brown Ale,Brown Ales,English Brown Ale,Real Ale Brewing Company,5.4
320,The Brown Note,Brown Ales,English Brown Ale,Against The Grain Brewery & Smokehouse,5.0
321,Nut Brown Ale,Brown Ales,English Brown Ale,Ithaca Beer Company,5.4
322,Pig's Ear Brown Ale,Brown Ales,English Brown Ale,Woodstock Inn Brewery,4.3
323,Bar Harbor Real Ale,Brown Ales,English Brown Ale,Atlantic Brewing Company / Mainely Meat BBQ,5.2
324,Chomolungma,Brown Ales,English Brown Ale,Jackie O's Pub & Brewery,6.5
325,Nut Brown Ale,Brown Ales,English Brown Ale,Peak Organic Brewing Company,4.7
326,Woodmaster,Brown Ales,English Brown Ale,Short's Brewing Company,9.9
327,Bad Penny,Brown Ales,English Brown Ale,Big Boss Brewing,5.2
328,Euforia,Brown Ales,English Brown Ale,DuClaw Brewing Company,5.0
329,Brown Ale,Brown Ales,English Brown Ale,Upslope Brewing Company - Lee Hill,6.7
330,Nut Brown Ale,Brown Ales,English Brown Ale,Santa Fe Brewing Company,5.2
331,Brunette Nut Brown Ale,Brown Ales,English Brown Ale,Nebraska Brewing Company,4.8
332,Brown Ale,Brown Ales,English Brown Ale,Saint Arnold Brewing Company,5.3
333,Truck Stop Honey Brown Ale,Brown Ales,English Brown Ale,Back Forty Beer Co.,6.0
334,Brown Eyed Squirrel,Brown Ales,English Brown Ale,RJ Rockers Brewing Company,5.6
335,Buster Nut Brown Ale,Brown Ales,English Brown Ale,Ska Brewing Co.,5.15
336,Bed of Nails,Brown Ales,English Brown Ale,Hi-Wire Brewing,6.1
337,Pullman Nut Brown,Brown Ales,English Brown Ale,Flossmoor Station Restaurant & Brewery,6.0
338,Get Up Offa That Brown,Brown Ales,English Brown Ale,Golden Road Brewing,5.5
339,Thunder Hole Ale,Brown Ales,English Brown Ale,Atlantic Brewing Company,4.8
340,Heritage Coffee Brown Ale,Brown Ales,English Brown Ale,Alaskan Brewing Co.,7.0
341,Nut Brown Ale,Brown Ales,English Brown Ale,Blackstone Brewing Company,5.6
342,Big Rock Traditional Ale,Brown Ales,English Brown Ale,Big Rock Brewery,5.0
343,Ring Neck Braun Ale,Brown Ales,English Brown Ale,Brau Brothers Brewing Co. LLC,6.8
344,Moat Bone Shaker Brown,Brown Ales,English Brown Ale,Moat Mountain Smoke House & Brewing Co.,5.5
345,Brewer's Brown Ale,Brown Ales,English Brown Ale,Shipyard Brewing Company,5.4
346,Geary's Autumn Ale,Brown Ales,English Brown Ale,D.L. Geary Brewing Company,5.8
347,Pub Brown Ale,Brown Ales,English Brown Ale,Sprecher Brewing Company,4.8
348,Third Stone Brown,Brown Ales,English Brown Ale,Empyrean Brewing Company,5.3
349,Bristlecone Brown Ale,Brown Ales,English Brown Ale,Uinta Brewing Company,4.0
350,Brawler Champion Ale,Brown Ales,English Dark Mild Ale,Yards Brewing Co.,4.2
351,Mild Winter,Brown Ales,English Dark Mild Ale,Goose Island Beer Co.,5.6
352,Commercial Suicide,Brown Ales,English Dark Mild Ale,Jester King Brewery,2.9
353,Samuel Adams Ruby Mild,Brown Ales,English Dark Mild Ale,Boston Beer Company (Samuel Adams),5.6
354,Guinness Generous Ale,Brown Ales,English Dark Mild Ale,Guinness Ltd.,5.6
355,Black Cat,Brown Ales,English Dark Mild Ale,Moorhouse's Brewery (Burnley) Ltd,3.4
356,Motor City Brewing Ghettoblaster,Brown Ales,English Dark Mild Ale,Motor City Brewing Works,4.2
357,Mild,Brown Ales,English Dark Mild Ale,Surly Brewing Company,4.2
358,Hockley Dark,Brown Ales,English Dark Mild Ale,Hockley Valley Brewing Co.,5.0
359,Dark Ale,Brown Ales,English Dark Mild Ale,Coopers Brewery Limited,4.5
360,Neustadt 10w30,Brown Ales,English Dark Mild Ale,Neustadt Springs Brewery,5.5
361,Plus / Minus,Brown Ales,English Dark Mild Ale,Magic Hat Brewing Company,4.2
362,Cains Dark Mild,Brown Ales,English Dark Mild Ale,Robert Cain & Company Limited,3.2
363,Earl Of Brixom,Brown Ales,English Dark Mild Ale,Short's Brewing Company,3.9
364,Solidarity,Brown Ales,English Dark Mild Ale,Eagle Rock Brewery,3.8
365,Tooheys Old,Brown Ales,English Dark Mild Ale,Tooheys Brewing,4.8
366,Uncle,Brown Ales,English Dark Mild Ale,Rhinegeist Brewery,3.8
367,Black Tusk Ale,Brown Ales,English Dark Mild Ale,Whistler Brewing Company,5.0
368,Working Man,Brown Ales,English Dark Mild Ale,Revolution Brewing,3.3
369,Floppin' Crappie,Brown Ales,English Dark Mild Ale,Northwoods Brewpub and Grill,4.5
370,Winter Spirit,Brown Ales,English Dark Mild Ale,Smithwick's Brewery / Irish Ale Breweries Ltd,4.5
371,Dark Ale,Brown Ales,English Dark Mild Ale,Fort Garry Brewing Company Ltd.,5.0
372,Compensation,Brown Ales,English Dark Mild Ale,Lion Bridge Brewing Company,4.7
373,Mill Race Mild,Brown Ales,English Dark Mild Ale,Grand River Brewing,3.5
374,Mild At Heart,Brown Ales,English Dark Mild Ale,Wandering Star Brewing Company,4.3
375,Sea Dog Old Gollywobbler Brown Ale,Brown Ales,English Dark Mild Ale,Sea Dog Brewing Company,4.0
376,Stronghold Session Ale,Brown Ales,English Dark Mild Ale,Dragoon Brewing Co.,4.7
377,Brains Dark,Brown Ales,English Dark Mild Ale,Brains,3.5
378,Drift Mild Ale,Brown Ales,English Dark Mild Ale,First Magnitude Brewing Company,4.4
379,Dark Mild,Brown Ales,English Dark Mild Ale,Machine House Brewery - Georgetown,3.6
380,Mamoot,Brown Ales,English Dark Mild Ale,Logboat Brewing Co.,3.6
381,Ale Of Fergus,Brown Ales,English Dark Mild Ale,Devils Backbone Brewing Company,4.0
382,Community Dark Mild Ale,Brown Ales,English Dark Mild Ale,New Albanian Brewing Company - Pizzeria and Public House,3.7
383,Lord Proprietor's Mild,Brown Ales,English Dark Mild Ale,Edmund's Oast Brewing Company,3.5
384,Myshka,Brown Ales,English Dark Mild Ale,Off Color Brewing,3.5
385,J. Henry Original Mild Ale,Brown Ales,English Dark Mild Ale,Calfkiller Brewing Company,5.9
386,After Dark,Brown Ales,English Dark Mild Ale,Nelson Brewing Company,5.0
387,Homespun Moon,Brown Ales,English Dark Mild Ale,Tired Hands Brewing Company,3.8
388,Original Sarah Hughes Dark Ruby Mild,Brown Ales,English Dark Mild Ale,Beacon Hotel (Sarah Hughes Brewery),6.0
389,Oliver's Dark Horse,Brown Ales,English Dark Mild Ale,Pratt Street Ale House,4.0
390,Saunter,Brown Ales,English Dark Mild Ale,Suarez Family Brewery,0.0
391,Gale's Festival Mild,Brown Ales,English Dark Mild Ale,George Gale & Company Ltd,4.8
392,Champagne Tortoise,Brown Ales,English Dark Mild Ale,Karben4 Brewing,5.3
393,Nutty Black,Brown Ales,English Dark Mild Ale,Daniel Thwaites Brewery PLC,3.3
394,D'Artagnan Dark British Ale,Brown Ales,English Dark Mild Ale,Market Street Brewing Co. and Restaurant,6.5
395,London Ruby Anglaise,Brown Ales,English Dark Mild Ale,Brasseur De Montréal,4.0
396,Stone Warrior,Brown Ales,English Dark Mild Ale,Sapporo Breweries Ltd.,5.0
397,Ruby Mild,Brown Ales,English Dark Mild Ale,Rudgate Brewery Limited,4.4
398,Little London,Brown Ales,English Dark Mild Ale,Pikes Peak Brewing Company,5.1
399,Fat Belly Amber,Brown Ales,English Dark Mild Ale,Montana Brewing Company,4.6
400,Amber,Brown Ales,German Altbier,Alaskan Brewing Co.,5.3
401,Double Bag,Brown Ales,German Altbier,Long Trail Brewing Co.,7.2
402,Long Trail Ale,Brown Ales,German Altbier,Long Trail Brewing Co.,5.0
403,Uerige Doppelsticke,Brown Ales,German Altbier,Uerige Obergärige Hausbrauerei,8.5
404,Scurry,Brown Ales,German Altbier,Off Color Brewing,5.3
405,Sleigh'r Dark Doüble Alt Ale,Brown Ales,German Altbier,Ninkasi Brewing Company,7.2
406,Uerige Sticke,Brown Ales,German Altbier,Uerige Obergärige Hausbrauerei,6.0
407,Okto Festival Ale,Brown Ales,German Altbier,Widmer Brothers Brewing Company,5.3
408,Southampton Altbier,Brown Ales,German Altbier,Southampton Publick House,5.0
409,Copper,Brown Ales,German Altbier,The Olde Mecklenburg Brewery,4.8
410,Organic Münster Alt,Brown Ales,German Altbier,Brauerei Pinkus Mueller,5.1
411,Altbier,Brown Ales,German Altbier,Uerige Obergärige Hausbrauerei,4.7
412,Gerst Amber,Brown Ales,German Altbier,Yazoo Brewing Company,5.1
413,Ad Astra Ale,Brown Ales,German Altbier,Free State Brewing Co.,5.6
414,Doppel Sticky,Brown Ales,German Altbier,Lagunitas Brewing Company,7.7
415,Copperhead Ale,Brown Ales,German Altbier,Fordham Brewing Company,5.2
416,Ten Years Alt,Brown Ales,German Altbier,Victory Brewing Company - Downingtown,8.5
417,Three Blind Mice,Brown Ales,German Altbier,Mother's Brewing Company,5.5
418,Ishmael,Brown Ales,German Altbier,Rising Tide Brewing Company,4.9
419,Headwall Alt,Brown Ales,German Altbier,Tuckerman Brewing Co.,4.5
420,Alt-eration Ale,Brown Ales,German Altbier,Hops & Grain Brewing,5.0
421,Schell's Schmaltz's Alt,Brown Ales,German Altbier,August Schell Brewing Company,5.1
422,Balt Altbier,Brown Ales,German Altbier,Union Craft Brewing Company,5.5
423,Frankenheim Alt,Brown Ales,German Altbier,Privatbrauerei Frankenheim,4.8
424,Iron Works Alt,Brown Ales,German Altbier,Metropolitan Brewing,5.5
425,Diebels Premium Altbier,Brown Ales,German Altbier,Brauerei Diebels GmbH & Co KG,4.9
426,Mission Amber,Brown Ales,German Altbier,Mission Brewery,5.0
427,Hövels Original,Brown Ales,German Altbier,Hövels Hausbrauerei,5.5
428,Secret Spot Alt Ale,Brown Ales,German Altbier,Evolution Craft Brewing Company,6.3
429,Hoppeditz,Brown Ales,German Altbier,Freigeist Bierkultur,7.5
430,Lighthouse Amber,Brown Ales,German Altbier,Cheboygan Brewing Company,5.25
431,Copper ALT.,Brown Ales,German Altbier,Zipline Brewing Co,5.2
432,Série Signature Sticke Alt,Brown Ales,German Altbier,Les Trois Mousquetaires,6.0
433,Simple Means,Brown Ales,German Altbier,Jester King Brewery,5.6
434,Crooked Coast Altbier,Brown Ales,German Altbier,Driftwood Brewery,5.1
435,Gravel Road,Brown Ales,German Altbier,Rahr & Sons Brewing Company,7.25
436,Little Red Cap,Brown Ales,German Altbier,Grimm Brothers Brewhouse,5.2
437,Festivale,Brown Ales,German Altbier,Beau's All Natural Brewing Company,4.7
438,Duckstein Rotblondes Original,Brown Ales,German Altbier,Duckstein GmbH,4.9
439,Moby D,Brown Ales,German Altbier,Buzzards Bay Brewing,5.0
440,Old Number 22 German Alt,Brown Ales,German Altbier,Arbor Brewing Company,5.5
441,Über Alt,Brown Ales,German Altbier,Rush River Brewing Company,8.5
442,Scruffy's Smoked Alt,Brown Ales,German Altbier,Cedar Creek Brewery,5.1
443,Füchschen Alt,Brown Ales,German Altbier,Brauerei Im Füchschen,4.5
444,Sticke It To The Man,Brown Ales,German Altbier,O'Fallon Brewery,7.5
445,Creemore Springs Collaboration Altbier,Brown Ales,German Altbier,Creemore Springs Brewery Limited,5.0
446,Evan Altmighty,Brown Ales,German Altbier,Blue Mountain Brewery,6.6
447,ALTerior Motive,Brown Ales,German Altbier,COAST Brewing Company,6.3
448,GPA (German Pale Ale),Brown Ales,German Altbier,3 Nations Brewing Co.,5.2
449,Detroit Beer Co. The Detroit Dwarf,Brown Ales,German Altbier,Detroit Beer Co.,6.8
450,NightTime,Dark Ales,American Black Ale,Lagunitas Brewing Company,8.2
451,Dark Penance,Dark Ales,American Black Ale,Founders Brewing Company,8.9
452,Back In Black,Dark Ales,American Black Ale,21st Amendment Brewery,6.8
453,Dubhe,Dark Ales,American Black Ale,Uinta Brewing Company,9.3
454,Yakima Glory,Dark Ales,American Black Ale,Victory Brewing Company - Downingtown,8.7
455,Snow Day Winter Ale,Dark Ales,American Black Ale,New Belgium Brewing Company,6.2
456,Hoppy Feet,Dark Ales,American Black Ale,Clown Shoes,7.0
457,Hop In The Dark Cascadian Dark Ale,Dark Ales,American Black Ale,Deschutes Brewery,6.9
458,Reserve Special Black Ale,Dark Ales,American Black Ale,Dark Horse Brewing Company,7.5
459,Project PAM,Dark Ales,American Black Ale,Founders Brewing Company,10.8
460,Pitch Black IPA,Dark Ales,American Black Ale,Widmer Brothers Brewing Company,6.5
461,Heavy Seas Black Cannon,Dark Ales,American Black Ale,Heavy Seas Beer,7.25
462,Grainstorm Black Rye IPA,Dark Ales,American Black Ale,Boulevard Brewing Co.,7.7
463,Hoppy Bunny A.B.A. (American Black Ale),Dark Ales,American Black Ale,The Duck-Rabbit Craft Brewery,7.3
464,Anger,Dark Ales,American Black Ale,Greenbush Brewing Company,7.6
465,Black Racer,Dark Ales,American Black Ale,Bear Republic Brewing Co.,8.1
466,Hop Strike Black IPA,Dark Ales,American Black Ale,Tommyknocker Brewery,6.5
467,Close Encounter,Dark Ales,American Black Ale,Pipeworks Brewing Company,6.0
468,Death Hoppy Black Ale,Dark Ales,American Black Ale,Shmaltz Brewing Company,7.0
469,Toxic Sludge,Dark Ales,American Black Ale,Blue Point Brewing Company,7.0
470,Cold Press Black Ale,Dark Ales,American Black Ale,Bent Paddle Brewing Co.,6.0
471,James Black Ale,Dark Ales,American Black Ale,Hill Farmstead Brewery,6.8
472,Black Rajah,Dark Ales,American Black Ale,The Brew Kettle Taproom & Smokehouse / Production Works,6.8
473,Damien,Dark Ales,American Black Ale,Surly Brewing Company,6.5
474,Libertine Black Ale,Dark Ales,American Black Ale,BrewDog,7.2
475,Smuttynose Noonan Black IPA,Dark Ales,American Black Ale,Smuttynose Brewing Company,6.2
476,Society & Solitude #2,Dark Ales,American Black Ale,Hill Farmstead Brewery,9.5
477,Morimoto Black Obi Soba Ale,Dark Ales,American Black Ale,Rogue Ales,4.8
478,Jukebox-Hero,Dark Ales,American Black Ale,Revolution Brewing,7.5
479,In The Name Of Suffering,Dark Ales,American Black Ale,3 Floyds Brewing Co.,7.1
480,Onyx Black Ale,Dark Ales,American Black Ale,Stevens Point Brewery,5.2
481,Widow Maker Black Ale,Dark Ales,American Black Ale,Keweenaw Brewing Company,5.2
482,Black Hatter,Dark Ales,American Black Ale,New Holland Brewing Company,5.5
483,Midnight Hoppyness,Dark Ales,American Black Ale,Knee Deep Brewing Company,9.5
484,Hop Noir,Dark Ales,American Black Ale,Peak Organic Brewing Company,7.7
485,Goodnight Bodacious,Dark Ales,American Black Ale,Short's Brewing Company,9.0
486,Barrel Aged Double Shot Double Black,Dark Ales,American Black Ale,Bent Paddle Brewing Co.,11.2
487,Epitome,Dark Ales,American Black Ale,Carton Brewing Company,10.3
488,Route Of All Evil Black Ale,Dark Ales,American Black Ale,Two Roads Brewing Company,7.5
489,Lead Feather Black Ale,Dark Ales,American Black Ale,Half Acre Beer Company,6.0
490,Black Perle Dark India Pale Ale,Dark Ales,American Black Ale,RJ Rockers Brewing Company,9.5
491,Dark Vine Black India Pale Ale,Dark Ales,American Black Ale,Ithaca Beer Company,9.5
492,Black IPA,Dark Ales,American Black Ale,Shipyard Brewing Company,6.2
493,Bludgeon Yer Eye PA,Dark Ales,American Black Ale,Short's Brewing Company,5.0
494,Black Tuna,Dark Ales,American Black Ale,Pipeworks Brewing Company,9.5
495,Blakkr,Dark Ales,American Black Ale,Real Ale Brewing Company,9.99
496,Hop Heathen,Dark Ales,American Black Ale,Hoppin' Frog Brewery,8.8
497,NetherWorld Cascadian Dark Ale,Dark Ales,American Black Ale,Flying Monkeys Craft Brewery,6.0
498,Foster,Dark Ales,American Black Ale,Hill Farmstead Brewery,6.5
499,The Great Dismal Black IPA,Dark Ales,American Black Ale,O'Connor Brewing Co.,7.5
500,Leffe Brune / Brown,Dark Ales,Belgian Dark Ale,Abbaye de Leffe S.A.,6.5
501,Noire De Chambly / Chambly Noire,Dark Ales,Belgian Dark Ale,Unibroue,6.2
502,Belgian Freeze Belgian Style Winter Ale,Dark Ales,Belgian Dark Ale,River Horse Brewing Co.,8.0
503,Cold Front,Dark Ales,Belgian Dark Ale,Ithaca Beer Company,7.2
504,Grottenbier,Dark Ales,Belgian Dark Ale,Brouwerij St. Bernardus NV,6.5
505,Undertaker,Dark Ales,Belgian Dark Ale,Brewery Vivant,6.7
506,Rejection,Dark Ales,Belgian Dark Ale,Russian River Brewing Company,6.1
507,Petrus Winterbier,Dark Ales,Belgian Dark Ale,De Brabandere,6.5
508,Brontide,Dark Ales,Belgian Dark Ale,Stillwater Artisanal Ales,5.0
509,Petrus Speciale,Dark Ales,Belgian Dark Ale,De Brabandere,6.5
510,Kapittel Pater,Dark Ales,Belgian Dark Ale,Leroy Breweries,6.0
511,Hive 56,Dark Ales,Belgian Dark Ale,Allagash Brewing Company,7.7
512,Blind Ambition,Dark Ales,Belgian Dark Ale,Ladyface Ale Companie,6.4
513,La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),Dark Ales,Belgian Dark Ale,Brasserie Artisanale De Rulles SPRL,7.3
514,Werewolf,Dark Ales,Belgian Dark Ale,Rinkuškiai,8.2
515,Tempelier,Dark Ales,Belgian Dark Ale,Brouwerij Corsendonk,6.0
516,Triporteur From Hell,Dark Ales,Belgian Dark Ale,BOMBrewery,6.66
517,Bink Bruin,Dark Ales,Belgian Dark Ale,Brouwerij Kerkom,5.5
518,Spinner Bait Belgian Style Red,Dark Ales,Belgian Dark Ale,SweetWater Brewing Company,6.0
519,The Debutante,Dark Ales,Belgian Dark Ale,Societe Brewing Co.,6.8
520,Black Rhino,Dark Ales,Belgian Dark Ale,Adelbert's Brewery,5.6
521,Haunted House,Dark Ales,Belgian Dark Ale,Allagash Brewing Company,6.66
522,Woodbooger,Dark Ales,Belgian Dark Ale,Strangeways Brewing,6.0
523,Biscotti,Dark Ales,Belgian Dark Ale,Lift Bridge Brewery,7.0
524,Fullsuit Belgian-Style Brown Ale,Dark Ales,Belgian Dark Ale,Karl Strauss Brewing Company,6.3
525,D’Tango Unchained,Dark Ales,Belgian Dark Ale,Weyerbacher Brewing Co.,9.6
526,Winter Koninck,Dark Ales,Belgian Dark Ale,Brouwerij De Koninck NV,6.5
527,Tongerlo 6 Dubbel Bruin,Dark Ales,Belgian Dark Ale,Brouwerij Haacht NV,6.5
528,Ganache,Dark Ales,Belgian Dark Ale,Allagash Brewing Company,7.2
529,Bière De Noël,Dark Ales,Belgian Dark Ale,Brasserie Thiriez,5.8
530,Solenna,Dark Ales,Belgian Dark Ale,Funkwerks,6.5
531,Abbey Ale,Dark Ales,Belgian Dark Ale,Cathedral Square Brewery,6.5
532,St. EADman,Dark Ales,Belgian Dark Ale,Flying Dog Brewery,8.3
533,Black,Dark Ales,Belgian Dark Ale,Brugge Brasserie,6.0
534,Trooper Hallowed,Dark Ales,Belgian Dark Ale,Robinsons Family Brewers,6.0
535,Leffe De Noël,Dark Ales,Belgian Dark Ale,Abbaye de Leffe S.A.,6.6
536,Haviken,Dark Ales,Belgian Dark Ale,Strange Roots Experimental Ales,7.4
537,Gruut Belgian Amber Ale,Dark Ales,Belgian Dark Ale,Gentse Stadsbrouwerij,6.6
538,Grotten Sante,Dark Ales,Belgian Dark Ale,Brasserie Kazematten,6.5
539,Brewer's Art Proletary Ale,Dark Ales,Belgian Dark Ale,The Brewer's Art,5.0
540,Black Jack (Bourbon Barrel Aged),Dark Ales,Belgian Dark Ale,North by Northwest Restaurant & Brewery,0.0
541,Coffee Navette,Dark Ales,Belgian Dark Ale,Penrose Brewing,6.0
542,La Rullés Brune (Bière De Gaume),Dark Ales,Belgian Dark Ale,Brasserie Artisanale De Rulles SPRL,6.5
543,Navette,Dark Ales,Belgian Dark Ale,Penrose Brewing,6.0
544,La Petite Mort,Dark Ales,Belgian Dark Ale,Black Raven Brewing Co.,8.7
545,Leffe Rossa,Dark Ales,Belgian Dark Ale,Abbaye de Leffe S.A.,6.6
546,North By Northwest Okanogan Black Ale,Dark Ales,Belgian Dark Ale,North by Northwest Restaurant & Brewery,0.0
547,La Brea Brown,Dark Ales,Belgian Dark Ale,Fossil Cove Brewing Co.,6.0
548,Special 608 Belgian Amber,Dark Ales,Belgian Dark Ale,Evolution Craft Brewing Company,7.5
549,Valeir Donker,Dark Ales,Belgian Dark Ale,Brouwerij Contreras,6.5
550,Première (Red),Dark Ales,Belgian Dubbel,Bières de Chimay,7.0
551,Maudite,Dark Ales,Belgian Dubbel,Unibroue,8.0
552,Abbey Ale,Dark Ales,Belgian Dubbel,Brewery Ommegang,8.2
553,Westmalle Trappist Dubbel,Dark Ales,Belgian Dubbel,Brouwerij Westmalle,7.0
554,Trappistes Rochefort 6,Dark Ales,Belgian Dubbel,Brasserie de Rochefort,7.5
555,Prior 8,Dark Ales,Belgian Dubbel,Brouwerij St. Bernardus NV,8.0
556,Abbey,Dark Ales,Belgian Dubbel,New Belgium Brewing Company,7.0
557,Trappist Westvleteren 8 (VIII),Dark Ales,Belgian Dubbel,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),8.0
558,Père Jacques,Dark Ales,Belgian Dubbel,Goose Island Beer Co.,8.7
559,Dubbel Ale,Dark Ales,Belgian Dubbel,Allagash Brewing Company,7.0
560,Pater 6,Dark Ales,Belgian Dubbel,Brouwerij St. Bernardus NV,6.7
561,Maredsous 8 - Brune,Dark Ales,Belgian Dubbel,Brouwerij Duvel Moortgat NV,8.0
562,Hell Hath No Fury Ale,Dark Ales,Belgian Dubbel,Bell's Brewery - Eccentric Café & General Store,7.5
563,Corsendonk Pater / Abbey Brown Ale,Dark Ales,Belgian Dubbel,Brouwerij Corsendonk,7.5
564,Grimbergen Dubbel,Dark Ales,Belgian Dubbel,Brouwerij Alken-Maes,6.5
565,Single Digit Dubbel Belgian-Style Dubbel Ale,Dark Ales,Belgian Dubbel,Smuttynose Brewing Company,8.3
566,La Trappe Dubbel (Koningshoeven / Dominus),Dark Ales,Belgian Dubbel,Bierbrouwerij De Koningshoeven B.V.,7.0
567,Trappist Achel 8° Bruin,Dark Ales,Belgian Dubbel,Brouwerij der St. Benedictusabdij de Achelse,8.0
568,Lost & Found,Dark Ales,Belgian Dubbel,The Lost Abbey,8.0
569,Abbey Dubbel,Dark Ales,Belgian Dubbel,Flying Fish Brewing Company,7.2
570,Bornem Double,Dark Ales,Belgian Dubbel,Brouwerij Van Steenberge N.V.,8.0
571,Affligem Dubbel,Dark Ales,Belgian Dubbel,Brouwerij De Smedt / Brouwerij Affligem,6.8
572,Abbey Ale,Dark Ales,Belgian Dubbel,Abita Brewing Co.,8.0
573,Brewer's Art Resurrection,Dark Ales,Belgian Dubbel,The Brewer's Art,7.0
574,Brother David's Belgian-style Double Ale,Dark Ales,Belgian Dubbel,Anderson Valley Brewing Company,9.0
575,Petrus Dubbel Bruin Ale,Dark Ales,Belgian Dubbel,De Brabandere,6.5
576,Benno,Dark Ales,Belgian Dubbel,Stift Engelszell,6.9
577,Jovial,Dark Ales,Belgian Dubbel,Tröegs Brewing Company,7.0
578,Brune,Dark Ales,Belgian Dubbel,Brasserie de l'Abbaye du Val-Dieu,8.0
